timestamp,time,coverage
1746395849.0,04:57:29,0
1746395854.0,04:57:34,0
1746395860.0,04:57:40,65
1746395867.0,04:57:47,30
1746395878.0,04:57:58,16
1746395895.0,04:58:15,24
1746395918.0,04:58:38,47
1746395953.0,04:59:13,43
1746396017.0,05:00:17,13
1746396130.0,05:02:10,8
