frame,pred_q,gt_q
0,2,2
37,2,2
61,2,2
99,3,2
115,2,2
124,3,2
182,2,2
250,1,2
412,2,2
421,1,2
498,2,2
515,1,2
733,2,2
739,1,2
1295,2,2
1297,1,2
2580,2,2
2595,1,1
2863,2,2
2866,1,1
3450,2,2
3459,3,3
3464,2,2
3474,1,1
6301,2,2
6314,1,1
9998,2,2
10014,1,1
10025,2,2
10029,1,1
15504,2,2
15510,1,1
16424,2,2
16429,1,1
19696,2,2
19713,1,1
